aX,aY,aZ,Gx,Gy,Gz
-8.326,3.129,0.569,-45.654,-105.408,-44.8
-7.183,5.417,-0.833,-114.563,-188.843,-136.78
-3.766,4.962,-2.876,-182.556,-272.705,-208.801
-3.201,5.446,-4.536,-227.661,-345.032,-184.021
-4.89,6.498,-4.68,-259.033,-406.86,-183.289
-3.249,5.886,-5.579,-279.602,-473.267,-231.934
-6.91,12.781,2.589,-294.067,-535.828,-151.367
-25.467,43.578,40.459,-436.401,-602.905,240.601
13.499,66.351,48.981,-759.705,-253.113,-780.518
137.951,29.17,14.422,-851.196,1046.692,828.613
142.952,7.197,-82.458,-253.052,1999.939,867.065
71.466,13.518,-35.147,593.445,1844.177,1261.292
1.622,17.763,31.97,467.712,1477.661,265.32
1.938,-42.459,33.912,-275.147,676.819,79.956
12.331,-34.056,17.361,-368.225,356.751,551.148
-11.724,-12.245,13.001,-356.812,76.538,88.806
-1.44,-16.863,5.149,-260.742,-124.207,-129.334
4.795,-18.385,3.086,-68.726,-132.629,-72.632
-1.129,-9.379,5.221,0.671,-77.148,11.597
-6.532,-1.665,8.69,-25.391,-55.359,19.287
-5.867,6.297,7.546,-99.731,-44.922,-87.585
-2.952,15.246,6.671,-155.701,-28.137,-35.156
-0.038,19.887,-0.665,-264.648,-11.414,-132.568
3.235,16.59,-5.331,-357.666,-18.188,-210.693
0.679,14.006,-1.302,-396.179,-54.138,-216.858
-3.976,6.403,1.971,-364.502,-122.559,-189.819
0.512,6.379,-1.192,-295.044,-152.832,-205.139
2.254,7.632,0.665,-209.168,-149.231,-224.67
-0.9,9.604,-1.857,-156.616,-127.136,-153.259
-1.656,8.326,-2.426,-141.541,-104.492,-36.56
-4.024,8.226,-2.192,-144.226,-77.026,36.987
-0.976,7.742,-3.723,-163.391,-54.81,-76.111
4.283,7.728,-8.039,-192.749,-16.418,-170.044
-2.101,9.441,-4.24,-217.773,-6.836,-157.837
-5.503,0.9,-1.416,-200.928,-30.762,-140.076
-3.053,2.699,0.0,-150.33,-68.787,-286.621
-0.502,1.957,1.373,-85.938,-80.872,-301.209
0.866,1.177,2.833,-9.705,-59.753,-200.012
1.364,0.301,0.297,47.729,-18.066,-189.453
4.278,-2.101,-1.436,78.308,27.161,-188.782
4.886,-2.125,-0.77,95.093,83.496,-82.52
2.732,-0.316,0.847,95.703,104.858,50.476
-0.057,-1.57,1.708,82.886,107.239,81.543
1.589,-1.593,0.211,58.96,106.751,16.541
0.531,-0.048,0.622,27.893,111.877,3.845
-2.038,-1.005,1.091,-2.563,102.6,37.17
-4.283,0.033,1.177,-28.87,79.224,38.513
-1.909,-2.737,-0.335,-55.908,47.852,-6.042
-1.378,-5.23,0.34,-56.458,15.259,7.324
-0.785,-4.527,0.335,-46.387,-8.789,12.939
-1.134,-4.182,1.416,-31.189,-34.607,26.489
-2.431,-1.192,2.627,-27.222,-58.838,23.987
-2.876,1.651,1.727,-48.584,-85.571,-0.793
-1.249,1.125,0.756,-81.604,-103.577,-43.579
0.402,0.708,2.278,-105.469,-111.939,-64.27
0.943,1.211,2.149,-131.287,-115.173,-57.251
0.526,2.345,2.378,-154.724,-114.502,-24.475
2.125,5.694,0.967,-190.002,-101.99,36.987
3.316,5.374,0.498,-228.516,-73.975,39.734
1.718,3.68,-1.584,-242.493,-53.101,40.405
1.771,0.991,-0.991,-230.469,-34.485,35.828
1.67,1.895,-2.254,-211.121,-29.541,-0.366
0.584,2.196,-2.981,-180.725,-35.889,-15.381
1.019,0.723,-2.651,-140.503,-37.903,54.749
-0.751,1.986,-2.503,-109.802,-37.048,97.168
-1.029,0.345,-1.751,-79.407,-41.748,11.78
-1.316,-0.713,-0.904,-47.852,-52.124,-55.847
-0.818,-0.938,-0.148,-12.756,-59.448,-39.795
1.57,-1.302,-1.464,6.836,-57.373,-39.246
3.072,-1.541,-1.507,17.639,-45.654,-4.517
0.842,-0.847,-1.249,27.588,-35.156,47.607
-0.163,-1.014,-1.416,31.738,-32.959,19.348
0.589,1.0,-2.196,33.875,-24.231,-14.343
0.555,1.479,-2.072,34.607,-9.46,4.272
-0.957,0.005,-2.101,44.067,-0.244,6.104
-1.115,-0.215,-1.818,60.303,11.719,9.888
-1.11,-0.397,-1.761,78.308,27.71,37.292
-0.876,0.684,-1.632,92.957,49.683,29.602
0.526,-0.249,-0.828,104.981,77.576,-9.644
1.526,0.301,0.072,113.525,101.502,-5.798
0.115,0.636,-2.043,130.005,115.418,29.846
-1.842,-0.072,-1.799,142.761,115.173,38.208
-0.737,0.187,-1.225,158.63,107.666,21.729
-0.713,0.45,-0.813,175.842,94.727,70.068
0.301,1.622,-1.187,186.157,83.74,105.347
-1.201,2.139,-0.139,191.956,64.026,147.766
0.756,3.321,0.732,192.383,51.147,165.1
-0.426,5.12,1.187,179.688,43.152,187.073
-2.383,4.804,2.479,155.457,24.048,133.606
-0.703,2.747,3.646,140.259,14.099,44.434
-1.56,1.091,4.354,141.48,4.944,31.372
-3.225,0.435,3.814,148.01,-9.705,73.059
-1.732,0.809,3.01,140.564,-21.667,42.969
-0.526,0.053,2.747,124.146,-19.165,-15.442
-1.933,-1.593,2.56,113.037,-17.822,2.38
-2.919,-1.187,2.297,97.534,-23.499,62.927
-2.976,-0.689,0.938,75.928,-29.541,70.862
-2.043,-1.206,0.201,48.523,-30.396,29.419
-1.656,-0.493,-0.526,21.179,-25.513,6.836
-1.981,-0.416,-1.125,-1.404,-21.667,10.986
-1.689,-0.895,-1.526,-22.949,-18.982,-3.418
-1.828,-1.268,-1.105,-31.555,-21.606,-14.404
-2.005,-1.493,-0.928,-32.715,-29.541,-24.536
-1.904,-1.029,-0.636,-29.358,-39.368,-21.179
-1.23,0.062,-0.335,-27.283,-46.387,-10.742
-0.866,1.306,-0.024,-28.87,-50.537,6.775
-0.392,2.469,-0.215,-37.292,-48.767,0.488
1.503,2.962,0.129,-51.453,-37.537,-30.884
2.708,3.799,-0.388,-62.561,-17.7,-6.104
2.493,4.292,-1.704,-68.97,-0.183,13.672
1.45,3.292,-3.082,-66.956,10.498,-15.442
1.464,1.354,-3.144,-50.354,12.085,-58.044
3.522,-0.177,-3.067,-16.846,17.273,-78.308
4.546,0.081,-2.905,19.165,31.372,2.869
2.603,0.368,-3.407,45.349,36.682,72.693
0.809,0.321,-3.484,64.026,27.1,58.899
0.469,-0.215,-2.909,70.618,14.404,11.047
0.679,-0.598,-2.177,72.327,3.601,1.648
0.627,-0.306,-1.565,65.918,-4.272,23.987
0.641,0.316,-1.091,51.27,-9.216,18.433
0.77,0.641,-0.828,29.419,-10.864,-2.197
0.847,0.057,-0.67,13.672,-11.23,-17.395
1.507,-0.895,-0.177,5.371,-10.01,-23.438
1.345,-1.622,0.005,7.874,-7.751,-14.526
0.431,-2.077,0.297,14.343,-7.813,-5.31
0.44,-1.249,0.689,18.372,-7.446,-0.732
1.091,-0.129,0.89,14.648,-3.052,0.366
0.809,0.172,1.081,5.92,1.526,0.427
0.086,-0.531,0.852,-0.061,0.977,-3.418
-0.144,-1.641,2.038,0.366,-0.854,-13.977
-0.794,-0.421,0.373,0.183,-3.174,-9.644
-0.096,-0.029,-0.177,0.0,-0.732,-28.076
-0.407,-0.727,2.364,3.479,-0.305,-38.269
0.105,-0.689,-0.129,7.813,3.784,-77.515
0.412,-0.991,0.153,2.014,12.451,-80.2
-0.196,2.263,-0.904,-20.447,28.381,-58.105
2.12,4.412,-3.335,-51.209,49.988,-11.047
2.617,5.905,-3.608,-93.079,74.89,41.382
-0.971,1.761,-3.225,-101.685,75.378,72.021
-2.986,-1.713,-0.392,-58.533,36.56,21.362
-2.967,-0.512,-2.852,17.7,-27.1,13.977
-1.01,1.349,-1.909,59.265,-67.078,-26.001
1.785,2.842,-1.67,67.749,-80.383,-26.55
2.45,3.718,-1.613,39.368,-67.2,-14.343
2.196,3.871,-0.239,6.531,-51.88,-28.748
0.809,1.622,-2.57,-32.837,-33.325,-79.59
2.091,0.081,0.636,-51.209,-20.142,-114.99
-1.861,-3.0,0.014,-20.142,-30.029,-68.542
-2.235,-4.273,1.129,54.688,-56.58,15.93
-1.383,-2.287,0.833,109.924,-81.055,45.166
-0.139,0.0,0.483,129.883,-95.581,48.279
1.761,1.68,0.225,107.91,-90.698,25.818
3.627,2.393,0.924,58.96,-61.401,21.79
-0.053,3.919,-0.148,2.197,-37.354,93.323
1.56,0.785,0.531,-29.907,-20.874,102.234
-1.928,-1.526,1.254,-5.249,-31.25,106.079
-2.383,-2.799,1.536,49.866,-57.739,102.722
-1.909,0.014,0.565,85.205,-85.022,79.224
-0.66,2.637,-0.12,67.078,-82.764,-9.644
-0.56,2.598,-0.79,28.992,-62.073,-52.612
0.952,2.661,-2.235,-19.409,-22.766,0.183
0.708,1.713,-2.369,-53.345,10.864,59.082
-2.354,-2.464,-1.479,-44.434,21.973,85.693
-4.843,-3.163,0.206,12.207,-1.099,116.272
-3.56,-0.421,-2.015,41.87,-24.78,12.085
-0.828,-0.01,-2.909,40.466,-12.817,-51.575
1.684,2.024,-3.876,17.761,28.687,15.32
4.599,2.694,-5.733,-23.621,93.384,65.186
-0.593,-0.593,-4.68,-36.255,132.263,52.795
-4.024,-1.57,-3.005,-11.536,128.235,84.045
-3.642,-1.981,-3.852,30.701,94.36,43.457
-3.417,-2.407,-3.531,57.739,52.673,12.878
-8.053,-0.191,-1.249,47.668,-32.471,30.334
-10.475,4.833,-1.727,-43.274,-141.296,-7.019
-8.862,9.666,-4.694,-166.565,-224.548,-116.028
-8.455,10.838,-5.125,-272.4,-330.2,-249.207
-7.106,11.25,-5.8,-316.528,-425.11,-268.494
-4.943,11.312,-5.723,-336.304,-525.147,-276.55
-7.862,16.748,2.833,-358.521,-621.704,-151.306
-22.28,47.21,35.319,-475.342,-675.293,105.591
49.962,56.723,38.262,-737.488,-185.425,-436.523
139.32,25.337,11.843,-769.348,1195.251,747.437
144.512,-0.617,-73.155,264.71,1999.939,992.004
49.273,37.305,-14.198,655.151,1574.951,704.651
-6.785,29.955,31.974,377.747,1379.272,-39.49
5.608,-52.34,30.223,-132.629,592.346,176.758
9.881,-32.869,19.806,34.668,286.011,645.813
-1.971,-8.896,23.639,29.053,68.787,-56.641
12.269,-24.452,16.758,34.241,23.865,-199.768
12.484,-24.409,8.326,69.885,54.077,100.83
-4.278,-11.551,7.986,-5.676,-11.902,-30.884
-1.34,-10.47,8.494,-83.435,-65.002,-59.937
-1.9,-6.216,5.833,-151.184,-75.439,4.089
-2.115,0.019,4.221,-201.416,-50.537,5.615
-2.795,6.876,3.522,-250.244,-28.625,-66.101
-4.46,8.12,0.876,-301.819,-23.376,-50.476
-7.829,12.379,1.058,-339.966,-26.428,18.738
-9.144,14.633,-1.445,-387.39,-54.077,-98.206
-4.436,11.695,0.665,-394.043,-111.45,-264.893
0.33,11.858,1.306,-357.849,-132.324,-153.503
-1.651,9.767,2.517,-303.772,-112.0,-49.438
-1.771,11.551,3.417,-256.165,-97.412,-85.083
-0.464,12.298,2.996,-213.196,-85.876,-150.391
-3.153,10.274,1.861,-176.758,-91.919,-167.542
-3.967,9.479,-0.636,-154.114,-101.746,-161.56
-2.019,8.628,-3.326,-138.794,-101.257,-180.298
-1.397,6.23,-3.153,-127.38,-91.492,-166.016
-1.029,5.761,-3.388,-115.906,-76.172,-129.089
-1.613,4.694,-3.838,-104.492,-59.387,-101.929
-2.048,3.622,-2.129,-91.858,-46.387,-89.6
-1.177,4.316,-3.053,-76.05,-28.015,-76.477
-1.038,1.345,-1.962,-58.289,-14.343,-91.064
-0.211,1.766,0.943,-31.982,-1.709,-39.001
-0.502,2.373,3.0,-17.151,3.784,-3.479
-1.125,2.33,2.589,-14.709,0.732,-35.584
0.096,2.914,1.388,-18.921,2.014,-57.861
1.081,-0.244,1.952,-8.545,4.944,-44.922
1.325,-2.895,0.292,9.094,5.066,-98.511
1.589,-3.115,0.067,35.034,12.329,-116.211
2.273,-3.177,0.172,50.293,19.226,-122.253
-0.158,-3.115,1.115,56.885,32.593,-53.345
-1.182,-0.608,0.507,50.537,34.79,-5.249
0.167,-1.445,0.699,31.982,41.931,-21.851
-0.569,-1.78,-0.531,9.583,42.358,-14.404
-2.818,-0.679,-0.842,-20.325,33.569,-3.967
-0.866,-1.12,-0.751,-48.95,18.86,-22.339
-1.187,-2.493,-0.153,-59.204,3.723,-39.49
-1.531,-4.063,0.144,-58.228,-17.151,-33.997
-1.369,-3.661,0.474,-48.584,-36.926,-34.729
-1.742,-2.469,0.967,-41.626,-52.917,-23.071
-2.541,-0.522,2.115,-44.495,-73.608,4.578
-1.579,0.0,1.871,-58.655,-86.304,-22.095
-0.043,1.01,1.751,-79.102,-93.201,-64.331
1.072,0.254,1.804,-98.145,-93.933,-60.974
1.727,-1.273,2.407,-108.215,-91.187,-14.954
1.656,3.565,2.512,-129.944,-80.627,100.098
1.632,5.163,2.125,-160.828,-64.453,129.089
2.546,2.617,0.828,-187.256,-48.279,24.353
1.689,1.814,-0.421,-192.749,-41.931,-3.662
1.498,1.053,-0.627,-185.669,-38.025,38.33
2.22,0.957,-1.091,-173.95,-30.457,34.668
1.498,-0.134,-0.416,-155.945,-25.574,31.982
0.297,-0.742,0.412,-128.54,-25.513,49.255
0.124,-0.373,0.115,-106.995,-26.794,49.5
0.66,0.565,-1.306,-98.267,-27.161,36.011
0.34,0.651,-2.895,-94.116,-25.024,28.748
1.507,0.445,-2.957,-86.548,-20.752,-0.244
0.837,-0.086,-3.019,-69.031,-14.221,-5.066
-0.603,-0.048,-2.996,-45.227,-14.099,12.573
-0.914,-1.005,-3.206,-22.949,-18.616,-16.479
-1.311,0.426,-3.598,5.371,-22.278,-7.507
-1.943,1.196,-3.804,23.987,-24.475,-7.446
-1.302,0.632,-2.972,45.532,-22.827,-61.096
-0.861,0.713,-2.89,69.519,-10.315,-46.875
-1.125,1.646,-1.23,85.571,1.709,-24.17
-0.349,0.211,-0.201,104.431,16.846,-41.016
-1.153,1.526,-0.498,118.042,30.64,-29.724
1.565,-0.541,-0.895,131.348,51.819,-50.354
1.268,1.22,0.019,138.123,79.407,-43.884
1.579,1.852,-0.679,142.578,97.961,29.968
0.522,2.426,-0.694,147.217,103.272,83.74
0.23,3.89,-0.144,144.959,99.06,36.682
-2.421,2.072,-1.498,139.587,87.952,-46.936
-0.694,1.115,-2.445,146.484,84.229,-50.049
-1.187,2.651,-1.014,151.367,83.435,2.38
-1.273,4.221,-1.412,153.992,79.651,96.619
-1.479,6.096,4.024,144.165,73.12,169.006
-1.0,3.158,3.33,135.132,61.34,183.838
-0.569,2.196,4.005,126.038,56.03,134.766
-0.976,0.373,5.532,123.047,53.894,125.794
-2.359,-0.234,4.082,123.657,47.424,190.125
-2.239,-1.292,3.675,122.986,35.95,208.313
-5.12,-1.771,3.795,117.676,14.954,144.348
-5.163,-3.694,2.905,119.629,-5.981,97.9
-3.369,-3.531,2.287,119.568,-14.16,46.021
-1.933,1.196,-1.201,103.027,-13.123,-13.306
0.837,2.847,-3.637,75.195,-2.93,-18.799
-2.498,-0.55,0.421,45.471,2.869,-32.959
-3.579,-2.742,1.287,31.433,-13.977,-87.524
-1.737,0.268,-0.718,16.052,-23.132,-68.176
-2.364,0.124,-0.191,-2.075,-36.316,-64.331
-0.66,0.067,1.445,-15.93,-46.204,-108.948
0.0,-0.938,-0.565,-16.235,-52.979,-111.084
0.005,-2.55,1.694,2.869,-59.204,-80.139
0.124,-2.005,-0.029,25.452,-63.416,-55.908
2.445,-0.062,2.747,34.973,-59.631,-83.313
2.048,0.809,-0.091,33.752,-46.021,-46.143
2.22,4.613,-0.536,11.902,-28.687,66.467
2.579,4.211,-1.503,-23.621,-5.676,-16.052
1.909,2.89,-2.369,-45.044,7.324,-53.589
3.273,3.01,-3.034,-54.321,20.996,-25.696
2.46,1.412,-3.833,-34.424,28.992,58.289
0.306,-0.464,-4.608,16.235,18.86,116.394
0.359,-1.211,-4.254,69.031,-3.967,113.709
0.947,-1.378,-3.441,96.741,-21.851,104.553
-0.55,0.301,-2.474,95.276,-34.302,71.106
-0.077,0.569,-2.397,75.195,-31.311,10.498
0.603,1.924,0.024,40.466,-17.517,-31.799
0.584,0.55,0.115,2.502,-3.235,-8.484
1.914,0.512,-0.986,-30.518,12.207,8.179
0.45,0.536,0.206,-64.575,21.851,4.7
-0.909,-1.311,1.751,-72.266,14.771,-15.076
-1.345,-3.929,1.287,-44.739,-8.545,-6.958
-1.933,-3.383,1.268,4.028,-39.551,64.697
-0.196,-0.962,2.125,29.114,-63.538,73.853
1.914,2.833,1.646,21.484,-76.66,57.922
0.593,5.264,-0.938,-12.573,-67.078,33.081
1.818,4.981,-1.885,-54.26,-56.763,-72.998
-0.244,1.656,-2.584,-57.8,-63.782,-116.699
-2.33,-0.689,-3.938,-18.677,-86.914,-19.592
-2.378,-0.057,-1.928,38.391,-122.62,13.55
-0.641,1.608,-2.957,66.772,-141.174,-0.916
0.014,3.981,-3.833,57.495,-131.958,18.677
0.818,4.89,-1.828,18.188,-104.065,10.742
-0.469,3.996,-1.522,-20.813,-68.909,9.46
-0.024,1.704,-2.728,-44.861,-34.729,11.841
-2.555,-2.196,-0.258,-19.531,-28.442,38.818
-3.546,-2.483,0.081,38.696,-42.175,100.891
-3.661,0.727,-0.636,55.969,-53.711,23.132
-1.096,2.326,-0.756,34.485,-36.682,-34.363
0.172,4.398,-1.627,-12.756,4.761,-11.23
1.426,4.273,-4.216,-55.298,40.71,15.686
-2.818,-1.072,-1.708,-49.927,57.068,73.181
-3.694,-2.948,-0.584,13.428,35.217,126.587
-1.392,-0.804,-2.015,66.467,13.367,112.793
-0.067,0.737,-2.57,95.825,9.888,101.318
0.445,1.775,-2.876,91.187,25.513,61.646
0.455,3.182,-3.125,60.486,55.847,-0.122
-1.23,3.067,-4.154,16.479,79.956,-20.813
-4.043,1.034,-2.881,-8.972,74.036,-2.258
-6.828,0.459,-2.483,-27.222,28.381,-21.179
-6.68,0.526,-2.105,-42.358,-29.48,-95.337
-5.297,0.861,-2.297,-61.951,-96.558,-142.395
-3.374,0.708,-0.641,-85.693,-151.123,-141.602
-5.852,5.594,-1.239,-127.075,-197.022,-104.919
-6.111,7.455,-2.795,-191.895,-268.311,-208.679
-5.948,7.427,-1.785,-220.825,-337.036,-237.427
-4.13,8.245,-1.522,-243.774,-423.34,-270.447
-9.149,11.456,3.637,-267.334,-524.719,-178.589
-17.495,34.415,26.419,-359.07,-602.417,59.814
8.896,56.273,44.497,-609.68,-489.014,-306.641
119.849,12.264,25.998,-753.723,624.756,460.999
149.44,9.039,-69.179,-243.774,1999.939,604.065
0.737,-12.891,-46.014,738.892,1872.131,1106.873
8.719,36.64,3.46,453.796,1109.497,216.248
6.977,-36.109,33.223,136.658,503.723,-121.46
22.28,-43.019,20.863,140.991,69.641,199.341
22.284,-13.331,17.829,130.859,-46.448,84.167
13.628,-6.532,19.227,23.56,3.113,8.118
7.848,-10.226,15.193,-102.661,24.414,-24.414
4.11,-10.269,9.685,-214.356,37.659,-1.221
1.426,-8.891,9.03,-257.69,32.166,54.565
-4.192,-0.675,10.288,-287.048,35.889,142.639
-5.522,6.575,8.872,-351.502,43.457,-0.061
-0.435,16.375,4.594,-414.368,55.298,-8.057
-6.158,19.801,0.794,-475.159,43.152,-6.958
-9.058,13.073,2.01,-481.384,-29.236,-133.545
-3.589,9.613,2.311,-400.391,-135.559,-236.267
0.134,9.929,3.79,-274.719,-172.058,-164.795
-0.665,8.8,3.402,-175.964,-159.546,-89.417
-3.484,9.944,2.766,-114.99,-145.569,-78.918
-3.426,12.408,1.211,-106.445,-136.047,-69.214
-1.842,11.848,-0.775,-124.207,-120.85,-87.28
-1.79,10.791,-2.22,-150.452,-104.309,-102.6
-1.948,11.556,-5.163,-176.514,-91.98,-68.481
-2.986,8.508,-6.694,-193.115,-82.336,-69.458
-4.13,5.364,-3.034,-170.105,-85.388,-106.69
-2.876,3.594,-1.192,-107.849,-88.074,-222.412
-2.728,1.273,0.804,-9.399,-74.036,-191.711
-2.402,1.574,1.081,58.777,-47.058,-111.939
0.158,-1.091,0.957,98.633,-8.606,-108.032
0.321,-3.249,2.01,108.154,34.058,-131.287
-1.67,0.593,2.096,85.51,69.458,-193.848
6.891,8.843,-2.201,23.01,107.239,-273.377
-0.78,6.125,-2.105,-37.109,121.826,-158.325
-1.416,1.211,-0.311,-70.679,100.281,-144.104
0.766,-6.321,3.01,-83.191,69.702,-158.814
1.105,-5.45,0.555,-48.584,52.124,3.357
3.297,-4.24,0.148,-18.066,43.64,49.072
1.876,-3.383,-0.636,-0.854,35.339,71.472
-0.962,-3.498,0.694,15.381,18.005,133.118
-2.464,-2.704,2.187,17.456,-0.61,126.587
-2.67,-0.019,2.761,5.554,-15.93,99.792
-4.929,0.991,2.651,-7.141,-27.344,99.548
1.474,3.139,2.01,-32.41,-33.569,122.559
3.168,3.297,-3.067,-60.242,-15.808,139.893
1.287,-5.57,1.938,-66.223,2.563,100.281
-1.809,2.589,3.058,-91.553,-14.16,101.807
2.062,-0.024,0.234,-115.356,6.287,296.936
3.225,5.666,-0.603,-146.79,47.729,345.459
4.589,5.254,-3.163,-197.815,91.919,43.335
-0.459,-1.876,0.258,-218.14,63.66,-265.686
0.397,-4.187,-0.34,-192.749,7.996,-200.134
2.038,-3.335,-1.689,-138.794,-18.433,22.522
3.115,-2.488,-0.33,-104.431,-23.987,71.35
1.412,-0.78,0.823,-83.801,-34.607,32.776
0.66,-0.885,1.235,-71.655,-40.894,7.141
0.861,-1.383,1.522,-62.073,-41.382,5.371
0.713,-0.201,0.857,-57.434,-31.677,47.363
0.622,-0.148,0.124,-57.434,-21.606,32.837
1.369,-1.153,-1.034,-54.321,-3.113,22.278
1.072,0.01,-1.924,-47.852,16.113,42.786
-0.407,1.297,-2.158,-52.551,28.259,-100.281
-0.89,-2.579,-1.943,-53.223,32.715,-309.57
4.211,0.991,-3.46,-44.495,51.27,-379.028
-0.981,2.297,-4.46,-51.025,73.303,-191.528
-3.01,1.574,-4.771,-40.405,74.829,0.61
-3.895,-1.096,-1.971,-22.949,52.856,8.606
-3.948,-3.417,-1.421,28.442,33.325,-90.942
-3.158,-2.206,0.924,89.722,30.701,-100.281
0.737,-0.665,-0.857,120.3,51.453,-212.463
1.273,0.01,0.244,113.098,82.825,-263.062
0.885,1.503,0.282,94.055,107.544,-206.482
-0.593,1.852,-0.316,62.012,109.131,-126.587
-0.373,0.522,0.282,51.697,98.45,1.892
-0.512,0.273,-0.641,48.218,83.13,40.039
-0.622,-0.651,-0.823,51.392,78.125,16.602
-0.048,0.828,-1.364,63.538,90.393,12.756
-0.12,0.139,0.55,86.121,114.929,87.891
-1.794,-0.34,1.531,105.957,128.418,145.447
-3.551,-2.306,1.407,122.864,127.991,225.342
-2.144,1.895,1.258,132.629,107.239,283.02
3.388,7.202,1.158,107.239,105.591,232.239
-0.325,5.34,3.642,82.642,100.342,194.885
-1.871,-1.115,2.656,79.529,88.867,233.215
-1.637,-2.756,4.426,87.708,70.007,277.405
0.78,-0.292,1.177,68.42,55.054,285.034
-0.531,-0.536,0.546,41.382,51.575,227.966
-1.282,-0.828,-0.632,10.742,48.767,153.565
-2.072,-2.091,0.368,-4.639,42.847,52.673
-4.015,-2.278,1.919,-9.155,25.269,-0.671
-4.421,-1.431,-0.306,-4.395,4.7,18.921
-3.646,-0.723,-1.421,-3.54,-17.334,-17.7
-2.565,-1.45,-1.172,-3.418,-31.86,-73.853
-0.234,-3.862,-1.115,-1.282,-32.715,-109.07
2.938,-1.895,-0.646,-10.925,-16.113,-129.15
-4.158,6.288,-2.034,-43.579,-12.268,-51.88
-1.742,3.082,-0.718,-64.27,-12.146,137.329
-1.273,2.158,-0.258,-96.802,-11.841,110.291
-2.263,-1.01,-0.292,-96.558,-33.02,-99.854
-2.943,-1.976,1.555,-46.814,-63.354,-158.203
0.589,0.378,0.694,9.094,-72.754,-96.13
2.785,2.512,0.79,50.781,-65.125,-37.842
4.938,4.651,-0.211,61.218,-43.64,64.758
0.742,6.058,-1.971,46.387,-30.762,118.652
4.89,3.766,-2.919,25.146,-5.127,160.95
3.441,3.311,-3.196,4.211,18.311,136.414
5.651,3.082,-4.374,-23.987,45.654,15.869
2.235,0.321,-3.637,-26.367,46.326,-49.927
-1.766,-2.058,-2.244,12.329,18.066,-7.08
-0.163,-2.35,-2.962,73.303,-23.01,-29.846
0.0,-1.431,-2.512,113.586,-47.852,-44.312
2.259,-0.301,-1.919,126.465,-54.443,-31.799
0.77,0.211,-1.34,108.337,-42.114,-29.846
2.598,0.421,-0.584,83.008,-22.522,-70.679
1.01,2.828,-0.383,35.828,4.517,-92.041
1.579,1.531,-0.818,-5.005,21.301,-63.782
0.33,-0.77,0.991,-39.734,34.424,-46.57
1.33,0.167,0.12,-58.533,42.358,-16.785
-0.569,-3.718,1.641,-52.429,38.33,-26.184
-0.66,-3.005,-0.005,-31.067,26.184,-99.426
0.498,-3.273,1.053,0.793,18.982,-59.998
0.904,-2.89,1.048,37.903,15.93,67.932
0.541,-2.077,1.345,55.42,11.78,135.193
0.79,-0.938,2.421,48.889,7.019,134.46
1.522,2.134,0.55,20.447,18.433,87.158
3.689,1.598,-0.646,-16.418,28.381,25.085
-0.158,7.206,-2.531,-72.144,36.255,-6.104
0.464,3.565,-0.546,-112.732,28.076,-38.513
-0.502,0.067,-2.091,-100.952,7.751,-65.43
-0.613,-1.517,-2.541,-30.212,-21.484,-38.269
-0.196,-0.057,-2.885,35.156,-39.429,-4.639
0.603,2.421,-3.464,66.101,-50.476,9.583
1.708,3.876,-3.321,51.941,-44.128,21.667
1.249,4.216,-4.11,21.301,-31.25,-5.798
1.704,3.153,-3.919,-8.911,-14.893,-41.138
0.699,0.876,-2.067,-13.245,-7.08,-18.677
-0.234,0.029,-1.005,2.808,-10.315,23.926
-1.33,0.163,-0.613,20.569,-24.109,5.676
-1.005,0.579,-0.675,28.809,-36.56,-28.503
0.646,0.239,-0.33,26.123,-39.795,-51.697
2.498,0.292,-0.311,14.465,-32.471,-55.725
1.302,1.211,-0.182,-13.062,-25.269,-97.9
1.235,4.541,0.215,-61.096,-36.804,-208.801
1.895,1.354,0.057,-79.468,-58.96,-196.35
1.474,-2.804,0.388,-35.461,-76.294,-18.738
2.79,-4.421,-0.412,39.185,-74.341,41.626
3.536,-2.828,0.67,131.165,-63.965,154.663
2.464,-0.053,0.349,168.884,-67.322,223.45
0.971,2.57,-1.192,148.987,-71.838,209.656
-0.048,2.541,-0.756,98.694,-62.744,202.271
-0.766,5.579,-0.144,45.593,-44.189,185.364
-2.005,6.202,-1.766,-21.057,-22.4,78.796
-2.665,6.34,-2.838,-80.505,-7.263,-30.701
-3.493,-1.866,-1.345,-74.829,-20.203,-45.288
-3.421,-3.12,-0.656,-5.554,-42.542,39.001
-2.981,-1.637,-1.388,49.133,-63.904,29.907
-0.378,-1.153,-2.034,70.251,-60.913,10.315
1.081,-0.474,-1.225,53.284,-28.687,37.72
3.766,4.498,-3.187,4.822,13.306,28.198
0.33,5.895,-3.871,-59.875,46.753,-44.739
-2.981,-1.019,-1.804,-77.148,44.983,-26.672
-2.627,-3.421,-1.943,-33.081,26.55,64.819
-2.402,-2.383,-2.096,27.405,2.014,33.02
-0.311,-1.316,-3.225,56.946,-2.136,-13.977
-0.479,-0.215,-2.799,57.8,15.686,25.818
0.278,3.728,-3.091,25.146,41.809,37.476
0.617,2.134,-5.058,-29.907,67.749,-49.5
-4.479,-1.933,-1.866,-49.133,33.447,-67.078
-10.776,-1.775,-0.852,-47.729,-57.007,-28.687
-9.982,2.55,-2.632,-78.186,-183.899,-164.917
-4.541,4.713,-3.407,-110.107,-266.968,-214.722
-6.953,7.116,-2.149,-141.235,-345.947,-144.043
